Date 	Open 	High 	Low 	Close
	Adj Close
	Volume
Oct 21, 2024 	5.0300 	5.1402 	4.3155 	4.9700 	4.9700 	1,017,589
Oct 18, 2024 	4.5200 	8.0000 	4.4300 	5.0300 	5.0300 	17,075,500
Oct 17, 2024 	4.5600 	4.9640 	3.7700 	4.3300 	4.3300 	3,224,300
Oct 16, 2024 	14.2500 	17.7500 	6.3000 	6.4700 	6.4700 	89,560,800
Oct 15, 2024 	1.4000 	1.5700 	1.4000 	1.5200 	1.5200 	69,400
Oct 14, 2024 	1.3700 	1.3900 	1.3200 	1.3600 	1.3600 	16,900
Oct 11, 2024 	1.3000 	1.3500 	1.2590 	1.3200 	1.3200 	21,300
Oct 10, 2024 	1.3700 	1.3700 	1.2700 	1.3100 	1.3100 	47,800
Oct 9, 2024 	1.2100 	1.5330 	1.2100 	1.3700 	1.3700 	376,000
Oct 8, 2024 	1.3800 	1.4020 	1.1600 	1.1800 	1.1800 	103,200
Oct 7, 2024 	1.4800 	1.4800 	1.3700 	1.4000 	1.4000 	30,400
Oct 4, 2024 	1.4100 	1.4700 	1.4090 	1.4200 	1.4200 	22,700
Oct 3, 2024 	1.5800 	1.5800 	1.3800 	1.3800 	1.3800 	60,400
Oct 2, 2024 	1.5600 	1.5600 	1.4000 	1.4100 	1.4100 	46,100
Oct 1, 2024 	1.7300 	1.7300 	1.5140 	1.5400 	1.5400 	44,800
Sep 30, 2024 	1.6700 	1.7700 	1.6500 	1.6700 	1.6700 	16,100
Sep 27, 2024 	1.8400 	1.8400 	1.6800 	1.6800 	1.6800 	33,500
Sep 26, 2024 	1.8800 	1.9050 	1.7500 	1.7500 	1.7500 	40,800
Sep 25, 2024 	1.8700 	1.9200 	1.8000 	1.8700 	1.8700 	19,000
Sep 24, 2024 	1.9000 	1.9450 	1.8000 	1.8700 	1.8700 	32,900
Sep 23, 2024 	1.9450 	2.0000 	1.8500 	1.8600 	1.8600 	27,400
Sep 20, 2024 	1.9300 	2.0500 	1.9300 	1.9700 	1.9700 	45,600
Sep 19, 2024 	2.0100 	2.0200 	1.8600 	1.9200 	1.9200 	26,800
Sep 18, 2024 	2.0000 	2.2500 	1.9400 	2.0300 	2.0300 	226,200
Sep 17, 2024 	1.8800 	2.0300 	1.8700 	1.9900 	1.9900 	54,600
Sep 16, 2024 	1.8400 	1.8800 	1.7700 	1.8300 	1.8300 	21,200
Sep 13, 2024 	1.9400 	1.9700 	1.8000 	1.8100 	1.8100 	62,700
Sep 12, 2024 	1.8100 	2.0900 	1.8100 	2.0000 	2.0000 	48,800
Sep 11, 2024 	1.8400 	1.9000 	1.7000 	1.7600 	1.7600 	12,800
Sep 10, 2024 	1.8900 	1.9300 	1.7700 	1.8200 	1.8200 	56,100
Sep 9, 2024 	1.8900 	1.9690 	1.8500 	1.8800 	1.8800 	21,000
Sep 6, 2024 	1.8600 	2.0500 	1.7900 	1.9500 	1.9500 	50,700
Sep 5, 2024 	2.1600 	2.1800 	1.8800 	1.9500 	1.9500 	195,200
Sep 4, 2024 	1.7500 	2.6500 	1.7060 	2.5000 	2.5000 	712,200
Sep 3, 2024 	1.8100 	1.8100 	1.6600 	1.7700 	1.7700 	10,300
Aug 30, 2024 	1.8400 	1.8500 	1.7800 	1.8100 	1.8100 	6,200
Aug 29, 2024 	1.9300 	1.9300 	1.8300 	1.8300 	1.8300 	3,600
Aug 28, 2024 	1.9200 	1.9900 	1.8200 	1.9400 	1.9400 	16,000
Aug 27, 2024 	1.9500 	1.9800 	1.8200 	1.9100 	1.9100 	5,900
Aug 26, 2024 	1.9540 	2.0600 	1.9520 	1.9600 	1.9600 	13,000
Aug 23, 2024 	2.0300 	2.0500 	1.9500 	2.0500 	2.0500 	7,500
Aug 22, 2024 	2.0200 	2.0900 	1.9310 	2.0400 	2.0400 	31,600
Aug 21, 2024 	1.8950 	1.9500 	1.7900 	1.9100 	1.9100 	11,000
Aug 20, 2024 	1.9600 	1.9700 	1.8600 	1.8600 	1.8600 	11,700
Aug 19, 2024 	1.8600 	1.9500 	1.8000 	1.8900 	1.8900 	31,200
Aug 16, 2024 	1.8400 	1.9300 	1.7800 	1.8000 	1.8000 	18,300
Aug 15, 2024 	1.9300 	1.9500 	1.8270 	1.9300 	1.9300 	5,800
